addressid;addressline1;addressline2;city;postalcode
17187;9809 Baltic Sea Ct;NULL;Woodland Hills;91364
29837;9809 Cardinet Drive;NULL;Langford;V9
19058;9809 St. Germain Lane;NULL;Sedro Woolley;98284
16156;9810 Dumbarton Drive;NULL;Bellingham;98225
26983;9810 Rishell Ct.;NULL;Coronado;92118
27039;9810 Rishell Ct.;NULL;Sooke;V0
26140;9811 Toledo;NULL;Burien;98168
28499;9811 Toledo;NULL;Shawnee;V9B 5T2
17132;9815 Marlboro Court;NULL;Colma;94014
24565;9815 Marlboro Court;NULL;East Brisbane;4169
11922;9816 Ban Bridge Pl.;NULL;Findon;5023
20015;9816 Ban Bridge Pl.;NULL;Stoke-on-Trent;AS23
24739;9817 Cook Street;NULL;Concord;94519
20552;9817 Cook Street;NULL;Sooke;V0
25543;9817 Frisbie Court;NULL;Walla Walla;99362
19870;9817 Sanford St.;NULL;Newton;V2L3W8
12371;9818 Frisbie Court;NULL;Langford;V9
27696;9818 Northgate Road;NULL;Newton;V2M1S6
14034;9819 Anchor Court;NULL;Berkeley;94704
25428;9819 Anchor Court;NULL;Beverly Hills;90210
28878;9819 Sunsine Drive;NULL;Chula Vista;91910
17074;9821 Juniper Drive;NULL;Birmingham;B29 6SL
28047;9821 Juniper Drive;NULL;Victoria;V8V
23074;9822 Pepper Dr.;NULL;Torrance;90505
14425;9824 San Rafael;NULL;Melton;3337
19514;9825 Brodia Court;NULL;Cranbourne;3977
144;9825 Coralie Drive;NULL;Edmonds;98020
28191;9825 Coralie Drive;NULL;Novato;94947
28776;9825 Mt. Dell Drive;NULL;Hobart;7001
27588;9825 Mt. Dell Drive;NULL;Port Macquarie;2444
25823;9826 Olive Ave.;NULL;Sydney;1002
24186;9827 Vist Oak Dr.;NULL;Beverly Hills;90210
12046;9828 Hook Court;NULL;Lynnwood;98036
17962;9828 Larch Ct;NULL;Cliffside;V8Y 1L1
26811;9828 Larch Ct;NULL;London;SW6 SBY
22237;9829 Santa Ana Drive;NULL;Bellflower;90706
17320;9829 Santa Ana Drive;NULL;N. Vancouver;V7L 4J4
26792;983 St. Dunstan Ct.;NULL;Langford;V9
12290;9830 Corcoran Road;NULL;La Jolla;92806
13030;9830 May Way;NULL;Mill Valley;94941
311;9830 May Way;NULL;Mill Valley;59715
25984;9830 May Way;NULL;Newcastle upon Tyne;NT20
22795;9830 Santa Ana Dr.;NULL;Renton;98055
25505;9830 Santa Ana Dr.;NULL;South Melbourne;3205
2;9833 Mt. Dias Blv.;NULL;Bothell;98011
27832;9833 Mt. Dias Blv.;NULL;Burbank;91502
11803;9833, rue des Ecoles;NULL;Paris;75016
20674;9834 Hamlet;NULL;Burbank;91502
24078;9834 Hamlet;NULL;Lake Oswego;97034
19077;9834 Vista Del Rio;NULL;Springwood;2777
29725;9836 Hanson Lane;NULL;Berkeley;94704
14485;9836 Hanson Lane;NULL;Downey;90241
22713;9837 Larkwood Ct;NULL;San Carlos;94070
20703;9837 Larkwood Ct;NULL;Seaford;3198
28720;9838 Carob Way;NULL;Bremerton;98312
29280;9838 Carob Way;NULL;Mill Valley;94941
18617;9838 Stallion Way;NULL;Leeds;LE18
25430;9838 Stallion Way;NULL;London;W10 6BL
19099;9838 Westchester Pl.;NULL;La Jolla;92806
16512;9838 Westchester Pl.;NULL;London;W1Y 3RA
24105;9839, boulevard Beau Marchais;NULL;Chatou;78400
23046;984 Talbart St.;NULL;Port Orchard;98366
17709;984 Talbart St.;NULL;St. Leonards;2065
18458;9841 Marsh Meadow Way;NULL;Lakewood;90712
19140;9843 Wilke Drive;NULL;Palo Alto;94303
16706;9844 Green Tea Drive;NULL;Lemon Grove;91945
16370;9845 Barberry Court;NULL;London;W1V 5RN
19552;9845 Barberry Court;NULL;Oregon City;97045
22165;9845 Oxford Place;NULL;Beverly Hills;90210
13780;9845 Oxford Place;NULL;Lincoln Acres;91950
13685;9846 Golf Club Road;NULL;Burien;98168
21486;9846 Golf Club Road;NULL;Sunbury;3429
15572;9846 Pestana Way;NULL;Melbourne;3000
29731;9846 Powell Drive;NULL;Long Beach;90802
28359;9847 E. 5th Street;NULL;East Brisbane;4169
14988;9847 E. Nd Street;NULL;Shawnee;V9B 2C3
29402;9847 Galloway Dr.;NULL;Beaverton;97005
25038;9847 Galloway Dr.;NULL;Santa Cruz;95062
24420;9847 Twinview Dr.;NULL;Sedro Woolley;98284
24918;9848 Angi Lane;NULL;Shawnee;V9B 5T2
20012;9849 Santa Fe Court;NULL;Darlinghurst;2010
21269;9849 Santa Fe Court;NULL;Woodland Hills;91364
14244;9850 Martindale;NULL;Lynnwood;98036
20190;9850 Martindale;NULL;Wollongong;2500
25754;9851, rue de Varenne;NULL;Roissy en Brie;77680
13586;9852 Shirley Dr;NULL;Downey;90241
21490;9852 Shirley Dr;NULL;Silverwater;2264
12952;9854 Martindale Drive;NULL;Berkeley;94704
21359;9854 Martindale Drive;NULL;Everett;98201
14973;9855 Norse Ct.;NULL;Caloundra;4551
21711;9855 Norse Ct.;NULL;National City;91950
26330;9856 Gonzalez Ct.;NULL;Kirkland;98033
28940;9856 Gonzalez Ct.;NULL;Townsville;4810
25056;9858 Santa Fe Street;NULL;Beverly Hills;90210
16890;9858 Santa Fe Street;NULL;Long Beach;90802
21805;986 Roundhouse Pl.;NULL;Puyallup;98371
23485;986 Roundhouse Pl.;NULL;Sunbury;3429
13003;9860 Brookview Drive;NULL;East Brisbane;4169
20820;9862 Ahneita Dr.;NULL;East Brisbane;4169
27340;9863 Mt. Mckinley Ct.;NULL;Yakima;98901
28192;9863 Ridge Place;NULL;Oxon;OX16 8RS
218;9863 Ridge Place;NULL;Redmond;98052
27970;9863 Ridge Place;NULL;West Covina;91791
19846;9864 Bates Court;NULL;Coffs Harbour;2450
27477;9864 Bates Court;NULL;London;C2H 7AU
23550;9866 Santa Lucia Dr;NULL;Burien;98168
16173;9866 Santa Lucia Dr;NULL;Santa Monica;90401
27309;9869 Fall Creek;NULL;Port Hammond;V6B 3P7
21794;987 Peachwillow St.;NULL;Oxon;OX16 8RS
17205;987, boulevard d´Albi;NULL;Villeneuve-d'Ascq;59491
16324;987, rue de la Centenaire;NULL;Paris;75003
23404;9870 Santa Maria Ct.;NULL;Kirkland;98033
21172;9870 Santa Maria Ct.;NULL;Sunbury;3429
22352;9873 Willow Avenue;NULL;St. Leonards;2065
18712;9873 Willow Avenue;NULL;Woodland Hills;91364
27747;9875 C Del Rio Circle;NULL;Puyallup;98371
13271;9875 Grant St;NULL;Coffs Harbour;2450
29591;9875 Grant St;NULL;Warrnambool;3280
15148;9875 Pheasant Drive;NULL;Bury;PE17
15362;9875 Pheasant Drive;NULL;London;W1N 9FA
29159;9875 Prestwick Court;NULL;Lemon Grove;91945
23997;9875 W. Holly Dr.;NULL;Tacoma;98403
919;9876 Fruitville Rd;NULL;Sarasota;34236
27329;9879 Hedaro Court;NULL;Cambridge;CB4 4BZ
26839;988 Mt. Everest Court;NULL;Geelong;3220
29879;988 Mt. Everest Court;NULL;W. York;BD1 4SJ
18833;988, quai de Grenelle;NULL;Paris;75010
19263;988, rue Marbeuf;NULL;Saint Ouen;17490
13637;9882 Clay Rde;NULL;Novato;94947
32514;9882 Clay Rde;NULL;Redmond;98052
18356;9883 Sierra Rd;NULL;Milwaukie;97222
15062;9883 Sierra Rd;NULL;Newcastle upon Tyne;NT20
25931;9884 Pacifica Ave.;NULL;Victoria;V8V
14763;9884 S. Villa Way;NULL;N. Vancouver;V7L 4J4
13701;9887 W. 39th Street;# 24;San Francisco;94109
14989;9888 Steele Drive;NULL;Cranbourne;3977
28044;9888 Steele Drive;NULL;Lane Cove;1597
14785;9889 Loveridge Circle;NULL;Downey;90241
23698;9889 Loveridge Circle;NULL;Milton Keynes;MK8 8ZD
24113;9889 Matterhorn Court;NULL;Burien;98168
20288;989 Caravelle Ct;NULL;W. York;BD1 4SJ
12835;989 Crown Ct;NULL;Downey;90241
275;989 Crown Ct;NULL;Issaquah;98027
25880;9890 Bloching Circle;NULL;Issaquah;98027
22495;9890 Bloching Circle;NULL;Malabar;2036
28261;9891 Clayton Way;NULL;London;SW19 3RU
26269;9891 Clayton Way;NULL;Renton;98055
20128;9891 Sepulveda Ct.;NULL;Sedro Woolley;98284
17406;9891 Serene Ct.;NULL;Lavender Bay;2060
16301;9892 N. Spoonwood Ct.;NULL;Chula Vista;91910
20456;9892 N. Spoonwood Ct.;NULL;Victoria;V8V
13615;9893 Hastings Dr;NULL;Grossmont;91941
22469;9893 Hastings Dr;NULL;Hervey Bay;4655
24934;9893 Oak Brook Place;NULL;Lincoln Acres;91950
25319;9896 Ida Ave;NULL;Marysville;98270
25652;9896 Ida Ave;NULL;York;Y024 1GF
26345;9896 Walkim Court;NULL;Beverly Hills;90210
29868;9896 Walkim Court;NULL;Findon;5023
11797;9896 White Dr;NULL;Cliffside;V8Y 1L1
14712;9896 White Dr;NULL;Salem;97301
22241;9897 Bayview Cir;NULL;Burlingame;94010
17610;9897 Bayview Cir;NULL;Edmonds;98020
17255;9897 East L Street;NULL;Hawthorne;4171
29052;9899 Geary Court;NULL;Grossmont;91941
22970;9899 Scenic Ct.;NULL;Langley;V3A 4R2
13790;98bis, boulevard du Montparnasse;NULL;Paris;75013
409;99 - 6 Orion Road;NULL;Lane Cove;1597
672;99 Dean Street, Soho;NULL;London;W1V 5RN
759;99 Edgewater Drive;NULL;Norwood;2062
11382;99 Front Street;NULL;Minneapolis;55402
24240;99 Marti Marie Dr.;NULL;Palo Alto;94303
13600;99, avenue du Président-Kennedy;NULL;Bobigny;93000
16586;99, avenue du Président-Kennedy;NULL;Morangis;91420
26556;99, avenue Reille;NULL;Croix;59170
21766;99, quai de l´ Iton;NULL;Paris;75012
12989;99, route de Marseille;NULL;Saint Germain en Laye;78100
15961;99, rue de Cambrai;NULL;Metz;57000
17191;99, rue de l'Espace De Schengen;NULL;Colomiers;31770
11534;99, rue du Départ;NULL;Paris;75013
29482;99, rue du Départ;NULL;Paris La Defense;92081
14956;99, rue du Départ;NULL;Saint Germain en Laye;78100
29176;99, rue du Puits Dixme;NULL;Orleans;45000
29559;99, rue Maillard;NULL;Lille;59000
22267;99, rue Royale;NULL;Orleans;45000
21091;99, rue Saint Denis;NULL;Paris;75019
464;99, Rue Saint-pierre;NULL;Pnot-Rouge;J1E 2T7
19672;99, rue Villedo;NULL;Saint Germain en Laye;78100
19525;990 Bernauer;NULL;Royal Oak;V8X
24933;9900 Clearbrook Drive;NULL;Lancaster;LA1 1LN
13901;9900 Clearbrook Drive;NULL;Seattle;98104
515;9900 Ronson Drive;NULL;Etobicoke;M9W 3P3
1015;99000 S. Avalon Blvd. Suite 750;NULL;Carson;90746
485;9900-6400 Boul, Taschereau;NULL;Brossard;J4Z 1R4
26051;9901 East Lake Court;NULL;Springwood;2777
12611;9901 East Lake Court;NULL;Warrnambool;3280
15820;9901 Sequoia Woods Pl;NULL;Corvallis;97330
24641;9901 Sequoia Woods Pl;NULL;South Melbourne;3205
28703;9903 Clearland Circle;NULL;Bellingham;98225
15621;9903 Clearland Circle;NULL;Watford;WA3
13127;9903 East Lane;NULL;Beaverton;97005
27881;9903 East Leland;NULL;Westminster;V3L 1H4
592;9903 Highway 6 South;NULL;Houston;77003
16122;9903 Mt. Washington Way;NULL;Everett;98201
19430;9903 Mt. Washington Way;NULL;York;Y024 1GF
27253;9904 C. Mt. Hood;NULL;Berkeley;94704
15887;9904 C. Mt. Hood;NULL;Saint Ouen;41100
1088;99040 California Avenue;NULL;Sand City;93955
24939;9905 North 29th St.;NULL;Bellingham;98225
23385;9905 North 29th St.;NULL;Westminster;V3L 1H4
20320;9905 Scenic Drive;NULL;Coronado;92118
26122;9905 Scenic Drive;NULL;Melton;3337
904;9905 Three Rivers Drive;NULL;Kelso;98626
14196;9906 Oak Grove Road;NULL;Bendigo;3550
28210;9906 Oak Grove Road;NULL;Lemon Grove;91945
209;9906 Oak Grove Road;NULL;Redmond;98052
20192;9907 Via Appia;NULL;York;Y03 4TN
1078;9909 W. Ventura Boulevard;NULL;Camarillo;93010
556;990th Floor 700 De La GauchetiSre Ou;NULL;Montreal;H1Y 2H3
85;991 Vista Verde;NULL;Duvall;98019
12756;991 Vista Verde;NULL;El Cajon;92020
23021;991 Vista Verde;NULL;North Ryde;2113
15410;9910 North Wateroak Ct;NULL;Burien;98168
23622;9911 Northgate Road;NULL;Bellingham;98225
20743;9911 Northgate Road;NULL;Fremont;94536
29356;9913 Mt. Whitney Way;NULL;San Diego;92102
13288;9916 Walnut Blvd.;NULL;Yakima;98901
23250;9918 Scottsdale Rd.;NULL;Novato;94947
18136;9918 Scramble Rd.;NULL;Bellingham;98225
28375;9919 Macarthur Avenue;NULL;Burbank;91502
14363;9919 MacArthur Avenue;NULL;Coronado;92118
463;992 St Clair Ave East;NULL;Toronto;M4B 1V7
1074;9920 Bridgepointe Parkway;NULL;San Mateo;94404
774;9920 North Telegraph Rd.;NULL;Pontiac;48342
755;9920 Picketts Line Road;NULL;Newport News;23607
781;99200 Dixwell Ave.;NULL;Hamden;6518
13198;9922 Hawthorne Dr;NULL;Bremerton;98312
16090;9923 Pampered Ct.;NULL;Oxon;OX16 8RS
18384;9923 Pampered Ct.;NULL;Salem;97301
1022;99235 Hawthorne Blvd.;NULL;Torrance;90505
18099;9924 Muir Rd.;NULL;Lemon Grove;91945
28832;9924 Trinidad;NULL;Perth;6006
14367;9925 Wildberry Court;NULL;St. Leonards;2065
22459;9926 Atchinson Stage Ct.;NULL;West Covina;91791
1104;9927 N. Main St.;NULL;Tooele;84074
22739;9928 Stinson;NULL;Redmond;98052
907;99295 S.e. Tualatin Valley_hwy.;NULL;Hillsboro;97123
664;99-3 Forest Works;NULL;London;E17 6JF
27962;993 Piedmont Dr.;NULL;Beverly Hills;90210
12143;993 Piedmont Dr.;NULL;Bremerton;98312
13477;9930 Clinton Dr;NULL;Chula Vista;91910
11897;9930 Clinton Dr;NULL;Townsville;4810
834;99300 223rd Southeast;NULL;Bothell;98011
26257;9932 San Carlos Ave.;NULL;Concord;94519
982;9935 Robert C Daniel Jr Parkway;NULL;Augusta;30901
24464;9935 San Carlos Avenue;NULL;Melton;3337
21605;9937 Las Lomas Way;NULL;Mill Valley;94941
16499;9937 Las Lomas Way;NULL;W. York;BD1 4SJ
18746;9938 Eastgate Lane;NULL;Bremerton;98312
14758;994 Counting Drive;NULL;Olympia;98501
14867;994 Counting Drive;NULL;Townsville;4810
851;994 Sw Cherry Park Rd;NULL;Troutdale;97060
14942;9940 Northwood Dr.;NULL;Bendigo;3550
20299;9940 Northwood Dr.;NULL;Chula Vista;91910
19728;9941 Clyde Street;NULL;Issaquah;98027
13889;9941 Graham Ave.;NULL;Vancouver;V7L 4J4
19474;9941 Roanwood Way;NULL;Findon;5023
17159;9941 Roanwood Way;NULL;Los Angeles;90012
25855;9941 Stonehedge Dr.;NULL;El Cajon;92020
23338;9941 Stonehedge Dr.;NULL;Perth;6006
22151;9943 Northwood Drive;NULL;Wollongong;2500
21217;9943 Stonehedge Dr.;NULL;Darlinghurst;2010
27882;9943 Stonehedge Dr.;NULL;Runcorn;TY31
606;99433 S. Greenbay Rd.;NULL;Racine;53182
25642;9944 Maywood Lane;NULL;Leeds;LE18
26449;9944 Maywood Lane;NULL;Matraville;2036
29835;9944/998, rue Faubourg St Antoine;NULL;Saint Germain en Laye;78100
597;99450 Highway 59 North;NULL;Humble;77338
28376;9947 Buskirk Avenue;NULL;Concord;94519
27045;9947 Buskirk Avenue;NULL;Vancouver;V7L 4J4
26206;9948 Almond Avve;NULL;Hervey Bay;4655
518;995 Crescent;NULL;Richmond Hill;L4E 3M5
14690;995 Roundtree Place;NULL;Goulburn;2580
17383;995 Roundtree Place;NULL;Walla Walla;99362
22463;995 W. 108th Street;NULL;Woodland Hills;91364
13273;995, rue de Courtaboeuf;NULL;Boulogne-sur-Mer;62200
17828;9950 Corte Vallencia;NULL;Wollongong;2500
12469;9950 Edward Ave;NULL;Concord;94519
25995;9950 Edward Ave;NULL;Cranbourne;3977
555;9950 Ferrand Drive, 9th Floor;NULL;Toronto;M4B 1V4
1024;9952 E. Lohman Ave.;NULL;Las Cruces;88001
983;99535 Dallas Highway;NULL;Marietta;30060
22010;9955 Auburn;NULL;Daly City;94015
12221;9955 Terra Grand;NULL;Rhodes;2138
29874;9955, rue Ste-Honoré;NULL;Metz;57000
21890;9956 La Salle St.;NULL;Berkeley;94704
24509;9956 La Salle St.;NULL;Sydney;1002
28947;9956 Mcneil Place;NULL;Bellingham;98225
28107;9956 Mcneil Place;NULL;Coffs Harbour;2450
21106;9958 Ronda Ct.;NULL;Burien;98168
23755;9958 Ronda Ct.;NULL;Yakima;98901
26836;9959 Edwards Ave.;NULL;El Cajon;92020
28697;9959 Edwards Ave.;NULL;Warrnambool;3280
23612;9959 Kirkwood Dr.;NULL;Oregon City;97045
15893;9959 Stonewood Dr.;NULL;Malabar;2036
21662;996, rue Maillard;NULL;Roissy en Brie;77680
489;9960 King Street E.;NULL;Toronto;M4B 1V5
22433;9961 Tice;NULL;Beaverton;97005
22029;9961 Tice;NULL;Burien;98168
13036;9963 Pacific;NULL;Ballard;98107
24755;9963 Pacific;NULL;Berks;SL4 1RH
767;9963 Tresser Blvd.;NULL;Stamford;6901
13006;9964 North Ridge Drive;NULL;Burien;98168
104;9964 North Ridge Drive;NULL;Seattle;98104
14755;9965 V. Street;NULL;Langford;V9
11408;9965 V. Street;NULL;Oxford;OX1
24208;9966 Vallet Crest Dr.;NULL;Chula Vista;91910
23541;9966 Vallet Crest Dr.;NULL;Oakland;94611
14216;9967 Malibu Place;NULL;Downey;90241
15910;9967 Malibu Place;NULL;Sydney;1002
17834;9967 Stroer Lane;NULL;Lakewood;90712
18115;9967, quai de Grenelle;NULL;Villeneuve-d'Ascq;59491
21375;9967, rue de Terre Neuve;NULL;Colomiers;31770
18787;9967, rue Marbeuf;NULL;Orleans;45000
18088;9967, rue Marbeuf;NULL;Saint-Denis;93400
22801;9968 Northwood Dr.;NULL;Santa Monica;90401
14380;9969 Coldwater Drive;NULL;Bremerton;98312
14055;9969 Coldwater Drive;NULL;Caloundra;4551
26784;997 Grasswood Ct.;NULL;Townsville;4810
13552;997 Grasswood Ct.;NULL;Watford;WA3
20428;9970 Loma Linda;NULL;East Brisbane;4169
29370;9970 Loma Linda;NULL;Edmonds;98020
24023;9970 San Miguel Rd;NULL;Lavender Bay;2060
13469;9970 San Miguel Rd;# 170;Oakland;94611
1092;99700 Bell Road;NULL;Auburn;95603
776;997000 Telegraph Rd.;NULL;Southfield;48034
15496;9972 San Miguel Rd;NULL;East Brisbane;4169
15178;9972 San Miguel Rd;NULL;W. Linn;97068
25130;9973 Mcnutt Ave;NULL;Lakewood;90712
26517;9975 Haynes Court;NULL;Bellflower;90706
13492;9975 Haynes Court;NULL;Shawnee;V9B 2C3
27846;9975 Rose Dr.;NULL;Bellingham;98225
20359;9975 Rose Dr.;NULL;Victoria;V8V
778;9975 Union St.;NULL;Waterbury;6710
18275;9976 Manila Avenue;NULL;Darlinghurst;2010
18674;9976 Manila Avenue;NULL;Salem;97301
490;9979 Bayview Drive;NULL;Barrie;L4N
18007;9979 Sundance Dr.;NULL;Beaverton;97005
24454;9979 Sundance Dr.;NULL;Burlingame;94010
667;997b Tradescant Road;NULL;London;SW8 1XD
794;998 Forest Road;NULL;Saginaw;48601
18747;998 Green Hill Rd.;NULL;Lincoln Acres;91950
1095;9980 S Alma School Road;NULL;Chandler;85225
795;99800 Tittabawasee Rd.;NULL;Saginaw;48601
16766;9982 Climbing Dr;NULL;Bellflower;90706
17175;9982 Fawn Glen Circle;NULL;San Gabriel;91776
19716;9982 San Ramon Road;NULL;Burien;98168
588;99828 Routh Street, Suite 825;NULL;Dallas;75201
554;9984 Wellington Street;NULL;Ottawa;K4B 1S2
948;99842 White Mill East;NULL;Decatur;30030
28422;9986 El Pintado;NULL;Goulburn;2580
12027;9986 Pinto;NULL;Burlingame;94010
23290;9987 Roseann Dr.;NULL;Warrington;WA1
22192;9988 Belmont;NULL;Hervey Bay;4655
27564;9988 Belmont;NULL;Salem;97301
545;999 West Georgia St.;NULL;Vancouver;V5T 1Y9
12472;9990 Sunny Ave;NULL;Berkeley;94704
28431;9991 El Pintado Road;NULL;Lemon Grove;91945
992;9992 Whipple Rd;NULL;Union City;94587
23732;9993 Mt. Hood Circle;NULL;Mill Valley;94941
23871;9993 Oak Grove Rd.;NULL;La Jolla;92806
23994;9993 Oak Grove Rd.;NULL;Lavender Bay;2060
20636;9993 Rosebuck Way;NULL;Stoke-on-Trent;AS23
27497;9994 Meadowbrook Dr.;NULL;Santa Monica;90401
11599;9995 All Ways Drive;NULL;Hobart;7001
19914;9995 Altura Drive;NULL;Watford;WA3
17037;9995 Le Jean Way;NULL;El Cajon;92020
17782;9995 Le Jean Way;NULL;Malabar;2036
23083;9995 Valley View Road;NULL;El Cajon;92020
590;9995 West Central Entrance;NULL;Duluth;55802
492;99954 Boul. Laurier, Local 060, Place;NULL;Sainte-Foy;G1W
26091;9996 Asilomaar Dr.;NULL;London;SW8 4BG
21868;9996 Asilomaar Dr.;NULL;Victoria;V8V
13064;9996 Solano Drive;NULL;Burlingame;94010
26712;9996 Solano Drive;NULL;N. Vancouver;V7L 4J4
18327;9997 Montgomery Ave.;NULL;London;W1Y 3RA
22852;9997 Montgomery Ave.;NULL;Newport Beach;92625
16289;9998 Rockne Drive;NULL;Downey;90241
12417;9bis, rue des Peupliers;NULL;Chatou;78400
813;Adirondack Factory Outlet;NULL;Lake George;12845
746;Alderstr 1849;NULL;Braunschweig;38001
21011;Alderstr 2577;NULL;Poing;66041
29124;Alderstr 2646;NULL;Saarlouis;66740
28968;Alderstr 27;NULL;Offenbach;63009
18554;Alderstr 2757;NULL;Münster;48001
13848;Alderstr 284;NULL;Hof;95010
14462;Alderstr 2984;NULL;Kassel;34117
25148;Alderstr 3955;NULL;Berlin;12171
19553;Alderstr 3981;NULL;Duesseldorf;40605
28547;Alderstr 3981;NULL;Erlangen;91054
28936;Alderstr 6246;NULL;Stuttgart;70452
15197;Alderstr 7690;NULL;Hamburg;20354
16282;Alderstr 8139;NULL;Bonn;53131
27171;Alderstr 8229;NULL;Frankfurt;60323
29509;Alderstr 8429;NULL;Grevenbroich;41485
29622;Alderstr 8429;NULL;Mühlheim;63151
20581;Alderstr 8642;NULL;Werne;59368
14641;Alderstr 8739;Buchhaltung;Berlin;14111
15830;Alderweg 1845;NULL;Bonn;53131
28562;Alderweg 1849;NULL;Essen;45001
12588;Alderweg 20;NULL;Hof;95010
27469;Alderweg 2849;NULL;Frankfurt;91480
22196;Alderweg 37;NULL;Poing;66041
29519;Alderweg 370;NULL;München;80074
11478;Alderweg 4518;NULL;Braunschweig;38001
23711;Alderweg 4662;NULL;Stuttgart;70452
29531;Alderweg 4849;NULL;Grevenbroich;41485
20046;Alderweg 4918;NULL;Duesseldorf;40605
15018;Alderweg 4948;NULL;Hamburg;22001
14854;Alderweg 500;NULL;Kassel;34117
29359;Alderweg 6246;NULL;Saarlouis;66740
20611;Alderweg 6842;NULL;Werne;59368
18260;Alderweg 7;Verkaufsabteilung;Münster;48001
27670;Alderweg 7247;NULL;Offenbach;63009
14666;Alderweg 7849;NULL;Berlin;14197
25284;Alderweg 9784;NULL;Berlin;12171
22234;Alte Landstr 1595;NULL;Braunschweig;38001
24326;Alte Landstr 199;NULL;Berlin;14197
27868;Alte Landstr 221;NULL;Werne;59368
20881;Alte Landstr 29;NULL;Grevenbroich;41485
26250;Alte Landstr 3;NULL;Mühlheim;63151
19408;Alte Landstr 414;NULL;Kassel;34117
15826;Alte Landstr 5;NULL;Hamburg;20354
26954;Alte Landstr 5;NULL;Stuttgart;70452
19577;Alte Landstr 6;NULL;Offenbach;63009
23840;Alte Landstr 666;NULL;Saarlouis;66740
19854;Alte Landstr 722;NULL;Hof;95010
725;Alte Landstr 776;NULL;München;80074
11794;Alte Landstr 799;NULL;Paderborn;33098
12131;Alte Landstr 9;NULL;Duesseldorf;40605
19366;Alte Landstr 951;NULL;Bonn;53131
24436;Alte Landstr 9901;NULL;Erlangen;91054
24299;Alte Landstr 9902;NULL;Frankfurt;60323
13077;Alte Landstr 991;NULL;Berlin;14129
16824;Altendorfer Straße 123;NULL;Grevenbroich;41485
17655;Altendorfer Straße 2;NULL;Kassel;34117
23205;Altendorfer Straße 299;NULL;Frankfurt;60323
25205;Altendorfer Straße 39;Einkaufsabteilung;Braunschweig;38001
12204;Altendorfer Straße 390;NULL;Berlin;14111
19519;Altendorfer Straße 390;NULL;Hamburg;22001
22372;Altendorfer Straße 395;NULL;Bonn;53131
27191;Altendorfer Straße 4;NULL;Solingen;42651
29164;Altendorfer Straße 421;NULL;Werne;59368
25913;Altendorfer Straße 461;NULL;Saarlouis;66740
13468;Altendorfer Straße 5;NULL;Offenbach;63009
12405;Altendorfer Straße 57;NULL;Paderborn;33098
11791;Altendorfer Straße 570;NULL;München;80074
17293;Altendorfer Straße 70;NULL;Hof;95010
23321;Altendorfer Straße 9;NULL;Erlangen;91054
23396;Altendorfer Straße 903;NULL;Berlin;12171
16050;Altendorfer Straße 930;NULL;Dresden;1071
14904;Altendorfer Straße 99;NULL;Mühlheim;63151
23781;Am Gallberg 123;NULL;Stuttgart;70452
21938;Am Gallberg 186;NULL;Erlangen;91054
14211;Am Gallberg 22;NULL;Grevenbroich;41485
27466;Am Gallberg 222;NULL;Offenbach;63009
22803;Am Gallberg 2282;NULL;Frankfurt;60323
20554;Am Gallberg 234;NULL;Werne;59368
15327;Am Gallberg 2345;NULL;Hamburg;20354
29332;Am Gallberg 24;NULL;Grevenbroich;41485
17722;Am Gallberg 24;NULL;Hof;95010
19946;Am Gallberg 2482;NULL;Hamburg;20354
27632;Am Gallberg 2494;NULL;Frankfurt;60323
12536;Am Gallberg 2667;NULL;Paderborn;33098
22305;Am Gallberg 35;NULL;Poing;66041
19888;Am Gallberg 404;NULL;Duesseldorf;40605
15391;Am Gallberg 456;NULL;Kassel;34117
11512;Am Gallberg 46;Einkaufsabteilung;Braunschweig;38001
15378;Am Gallberg 48;NULL;Mühlheim;63151
25350;Am Gallberg 61;NULL;Braunschweig;38001
23702;Am Gallberg 6186;NULL;Bonn;53001
15846;Am Gallberg 64;NULL;Bonn;53131
28279;Am Gallberg 6400;NULL;Essen;45001
14702;Am Gallberg 6404;NULL;Berlin;14197
25308;Am Gallberg 644;Verkaufsabteilung;Berlin;12171
27531;Am Gallberg 645;NULL;Salzgitter;38231
28417;Am Gallberg 65;NULL;Solingen;42651
29600;Am Gallberg 656;NULL;Werne;59368
25547;Am Gallberg 6626;NULL;Saarlouis;66740
12584;Am Gallberg 67;NULL;Offenbach;63009
12357;Am Gallberg 6726;NULL;München;80074
12164;Am Gallberg 6786;NULL;Berlin;14197
16501;Am Gallberg 686;NULL;Dresden;1071
21513;Am Gallberg 82;NULL;Kassel;34117
23158;Am Gallberg 8667;NULL;Berlin;14197
12965;Am Gallberg 94;NULL;Hof;95010
29401;Am Gallberg 987;NULL;München;80074
17580;Am Gallberg 999;Verkaufsabteilung;Münster;48001
25344;Am Grossen Dern 123;NULL;Berlin;12311
26752;Am Grossen Dern 2547;NULL;Offenbach;63009
27059;Am Grossen Dern 345;NULL;Essen;45001
21867;Am Grossen Dern 4284;NULL;Werne;59368
19897;Am Grossen Dern 4321;NULL;Duesseldorf;40605
11633;Am Grossen Dern 45;NULL;Darmstadt;64283
15694;Am Grossen Dern 4583;NULL;Bonn;53131
23747;Am Grossen Dern 46;NULL;Stuttgart;70452
28917;Am Grossen Dern 4624;NULL;Salzgitter;38231
19278;Am Grossen Dern 4725;NULL;Münster;48001
