creditcardid;cardtype;cardnumber;expmonth;expyear
13302;Vista;1.11187E+13;1;2007
13303;Vista;1.1115E+13;10;2008
13304;ColonialVoice;7.77785E+13;7;2007
13305;Distinguish;5.55544E+13;10;2006
13306;SuperiorCard;3.33374E+13;2;2005
13307;Distinguish;5.55589E+13;5;2007
13308;Vista;1.11174E+13;8;2005
13309;ColonialVoice;7.77721E+13;9;2005
13310;SuperiorCard;3.33353E+13;9;2008
13311;ColonialVoice;7.77783E+13;9;2008
13312;SuperiorCard;3.33396E+13;1;2007
13313;ColonialVoice;7.77783E+13;8;2008
13314;ColonialVoice;7.77787E+13;12;2008
13315;ColonialVoice;7.77777E+13;10;2008
13316;ColonialVoice;7.77779E+13;3;2008
13317;Distinguish;5.55514E+13;10;2005
13318;ColonialVoice;7.77748E+13;7;2006
13319;Distinguish;5.55558E+13;4;2006
13320;ColonialVoice;7.77722E+13;1;2005
13321;SuperiorCard;3.33369E+13;3;2006
13322;Vista;1.11139E+13;5;2006
13323;Distinguish;5.55523E+13;9;2007
13324;Distinguish;5.55559E+13;7;2008
13325;Distinguish;5.55594E+13;4;2007
13326;Vista;1.11154E+13;7;2005
13327;Vista;1.11165E+13;12;2007
13328;Vista;1.11121E+13;9;2005
13329;Distinguish;5.55587E+13;7;2006
13330;Vista;1.11178E+13;3;2008
13331;Distinguish;5.55572E+13;6;2008
13332;ColonialVoice;7.77789E+13;7;2007
13333;ColonialVoice;7.77747E+13;12;2007
13334;ColonialVoice;7.77721E+13;12;2005
13335;Distinguish;5.55578E+13;12;2007
13336;ColonialVoice;7.77726E+13;9;2007
13337;ColonialVoice;7.77753E+13;9;2007
13338;SuperiorCard;3.33372E+13;4;2008
13339;ColonialVoice;7.77791E+13;11;2006
13340;SuperiorCard;3.33326E+13;12;2008
13341;ColonialVoice;7.7776E+13;7;2008
13342;SuperiorCard;3.33365E+13;3;2006
13343;ColonialVoice;7.77764E+13;6;2007
13344;Distinguish;5.55537E+13;1;2005
13345;Distinguish;5.55554E+13;10;2007
13346;Distinguish;5.55554E+13;5;2005
13347;Distinguish;5.55527E+13;10;2005
13348;ColonialVoice;7.77768E+13;8;2007
13349;Vista;1.11193E+13;4;2007
13350;Distinguish;5.55556E+13;1;2006
13351;Vista;1.11114E+13;4;2005
13352;Vista;1.11125E+13;4;2006
13353;SuperiorCard;3.33337E+13;9;2005
13354;ColonialVoice;7.77729E+13;2;2007
13355;Vista;1.11124E+13;1;2005
13356;Distinguish;5.55529E+13;10;2008
13357;Distinguish;5.55587E+13;6;2008
13358;Vista;1.11152E+13;4;2005
13359;SuperiorCard;3.33361E+13;12;2007
13360;Distinguish;5.5552E+13;3;2006
13361;ColonialVoice;7.77747E+13;11;2008
13362;Vista;1.11122E+13;10;2005
13363;Vista;1.1119E+13;5;2007
13364;SuperiorCard;3.33361E+13;9;2006
13365;SuperiorCard;3.33331E+13;12;2008
13366;ColonialVoice;7.77724E+13;4;2007
13367;Distinguish;5.55559E+13;5;2007
13368;SuperiorCard;3.33337E+13;4;2006
13369;SuperiorCard;3.33374E+13;8;2005
13370;SuperiorCard;3.33311E+13;9;2005
13371;SuperiorCard;3.3337E+13;9;2005
13372;SuperiorCard;3.33345E+13;9;2007
13373;Vista;1.1117E+13;10;2008
13374;SuperiorCard;3.33375E+13;2;2008
13375;Vista;1.11115E+13;6;2007
13376;SuperiorCard;3.3338E+13;1;2008
13377;Distinguish;5.55526E+13;7;2008
13378;Distinguish;5.5554E+13;2;2006
13379;SuperiorCard;3.33313E+13;8;2005
13380;ColonialVoice;7.7775E+13;11;2006
13381;ColonialVoice;7.77734E+13;8;2005
13382;ColonialVoice;7.77746E+13;9;2006
13383;Vista;1.11171E+13;5;2005
13384;Vista;1.11166E+13;7;2007
13385;Vista;1.11159E+13;5;2008
13386;Distinguish;5.55563E+13;4;2006
13387;SuperiorCard;3.33314E+13;4;2005
13388;SuperiorCard;3.33336E+13;4;2005
13389;Vista;1.11114E+13;2;2006
13390;Vista;1.11193E+13;1;2008
13391;ColonialVoice;7.7771E+13;6;2005
13392;Distinguish;5.55553E+13;7;2006
13393;Vista;1.11194E+13;8;2006
13394;ColonialVoice;7.77762E+13;6;2008
13395;SuperiorCard;3.33343E+13;5;2006
13396;Distinguish;5.55525E+13;7;2007
13397;SuperiorCard;3.33347E+13;2;2008
13398;SuperiorCard;3.33398E+13;1;2005
13399;Distinguish;5.55584E+13;10;2007
13400;Distinguish;5.55536E+13;1;2005
13401;ColonialVoice;7.7774E+13;2;2007
13402;ColonialVoice;7.7779E+13;8;2007
13403;ColonialVoice;7.77715E+13;9;2005
13404;ColonialVoice;7.77739E+13;1;2005
13405;Distinguish;5.55535E+13;6;2008
13406;Vista;1.11149E+13;1;2007
13407;Vista;1.11131E+13;7;2007
13408;SuperiorCard;3.33338E+13;3;2008
13409;Distinguish;5.55593E+13;1;2005
13410;Distinguish;5.55542E+13;6;2005
13411;ColonialVoice;7.77738E+13;5;2008
13412;Vista;1.11197E+13;1;2005
13413;SuperiorCard;3.33388E+13;9;2007
13414;ColonialVoice;7.77762E+13;3;2005
13415;SuperiorCard;3.33366E+13;1;2005
13416;ColonialVoice;7.778E+13;12;2008
13417;ColonialVoice;7.7775E+13;2;2005
13418;Distinguish;5.55552E+13;3;2008
13419;Distinguish;5.55591E+13;2;2008
13420;ColonialVoice;7.77757E+13;6;2005
13421;Distinguish;5.55575E+13;1;2006
13422;Vista;1.11143E+13;1;2008
13423;ColonialVoice;7.77724E+13;12;2006
13424;Distinguish;5.55551E+13;6;2007
13425;ColonialVoice;7.77712E+13;9;2007
13426;ColonialVoice;7.77777E+13;10;2006
13427;Vista;1.11187E+13;4;2006
13428;Vista;1.11176E+13;1;2007
13429;Vista;1.11129E+13;10;2007
13430;Vista;1.11131E+13;4;2006
13431;Distinguish;5.55518E+13;9;2006
13432;SuperiorCard;3.33314E+13;8;2005
13433;Distinguish;5.55565E+13;8;2005
13434;ColonialVoice;7.77758E+13;5;2005
13435;Distinguish;5.55545E+13;11;2005
13436;ColonialVoice;7.7776E+13;10;2006
13437;SuperiorCard;3.33315E+13;6;2006
13438;ColonialVoice;7.77723E+13;2;2006
13439;SuperiorCard;3.33361E+13;7;2006
13440;SuperiorCard;3.33315E+13;6;2005
13441;Distinguish;5.5552E+13;2;2006
13442;SuperiorCard;3.33323E+13;2;2005
13443;Vista;1.11122E+13;12;2007
13444;ColonialVoice;7.77717E+13;12;2006
13445;SuperiorCard;3.33362E+13;1;2007
13446;ColonialVoice;7.77751E+13;12;2006
13447;SuperiorCard;3.33398E+13;9;2006
13448;SuperiorCard;3.3338E+13;7;2008
13449;ColonialVoice;7.77741E+13;1;2008
13450;SuperiorCard;3.33386E+13;8;2005
13451;ColonialVoice;7.77771E+13;11;2008
13452;Vista;1.11143E+13;1;2006
13453;SuperiorCard;3.33363E+13;9;2008
13454;SuperiorCard;3.33376E+13;12;2006
13455;SuperiorCard;3.33321E+13;12;2005
13456;Distinguish;5.55575E+13;6;2005
13457;Vista;1.1117E+13;3;2008
13458;SuperiorCard;3.33349E+13;10;2006
13459;ColonialVoice;7.7775E+13;4;2008
13460;Distinguish;5.55578E+13;11;2005
13461;ColonialVoice;7.7772E+13;12;2007
13462;Distinguish;5.55572E+13;5;2005
13463;SuperiorCard;3.33371E+13;8;2006
13464;SuperiorCard;3.33393E+13;5;2007
13465;Distinguish;5.55584E+13;9;2006
13466;SuperiorCard;3.3333E+13;5;2005
13467;Vista;1.11168E+13;3;2007
13468;SuperiorCard;3.33321E+13;5;2005
13469;Distinguish;5.55561E+13;2;2008
13470;Distinguish;5.55571E+13;4;2007
13471;ColonialVoice;7.77762E+13;3;2006
13472;ColonialVoice;7.77762E+13;8;2006
13473;Vista;1.11164E+13;2;2005
13474;Vista;1.11195E+13;5;2005
13475;Vista;1.11136E+13;10;2008
13476;SuperiorCard;3.3337E+13;10;2006
13477;Distinguish;5.5559E+13;2;2007
13478;Distinguish;5.55534E+13;4;2005
13479;ColonialVoice;7.77763E+13;12;2006
13480;ColonialVoice;7.77756E+13;1;2007
13481;ColonialVoice;7.7779E+13;10;2007
13482;ColonialVoice;7.77785E+13;2;2005
13483;Vista;1.11136E+13;2;2007
13484;Distinguish;5.55561E+13;8;2007
13485;Vista;1.11118E+13;4;2005
13486;Vista;1.11128E+13;9;2006
13487;Vista;1.11145E+13;3;2005
13488;Vista;1.11189E+13;6;2008
13489;ColonialVoice;7.77732E+13;1;2006
13490;Distinguish;5.5558E+13;3;2008
13491;Vista;1.1111E+13;12;2007
13492;SuperiorCard;3.33393E+13;5;2008
13493;SuperiorCard;3.33346E+13;4;2005
13494;ColonialVoice;7.77791E+13;1;2005
13495;ColonialVoice;7.77793E+13;8;2006
13496;Distinguish;5.55571E+13;5;2005
13497;SuperiorCard;3.33311E+13;12;2007
13498;SuperiorCard;3.33327E+13;3;2006
13499;SuperiorCard;3.33349E+13;1;2006
13500;SuperiorCard;3.33349E+13;9;2008
13501;SuperiorCard;3.33365E+13;7;2008
13502;ColonialVoice;7.77728E+13;10;2008
13503;Distinguish;5.55533E+13;6;2006
13504;ColonialVoice;7.77752E+13;8;2006
13505;ColonialVoice;7.7771E+13;11;2006
13506;SuperiorCard;3.33319E+13;10;2008
13507;SuperiorCard;3.33328E+13;4;2006
13508;SuperiorCard;3.33376E+13;3;2006
13509;ColonialVoice;7.77752E+13;4;2006
13510;Vista;1.11152E+13;11;2006
13511;ColonialVoice;7.77712E+13;4;2005
13512;ColonialVoice;7.77794E+13;4;2005
13513;Vista;1.11118E+13;1;2006
13514;Distinguish;5.55535E+13;6;2008
13515;Vista;1.11195E+13;7;2007
13516;Distinguish;5.55548E+13;7;2008
13517;ColonialVoice;7.77719E+13;12;2006
13518;ColonialVoice;7.77779E+13;11;2006
13519;ColonialVoice;7.77746E+13;11;2005
13520;Vista;1.11137E+13;5;2005
13521;SuperiorCard;3.33322E+13;1;2007
13522;Distinguish;5.5558E+13;5;2006
13523;Distinguish;5.55539E+13;10;2007
13524;SuperiorCard;3.33371E+13;6;2005
13525;SuperiorCard;3.33396E+13;10;2007
13526;Distinguish;5.55596E+13;6;2008
13527;SuperiorCard;3.33321E+13;9;2007
13528;ColonialVoice;7.77745E+13;7;2008
13529;ColonialVoice;7.77739E+13;11;2006
13530;ColonialVoice;7.77758E+13;7;2005
13531;SuperiorCard;3.33354E+13;11;2008
13532;Distinguish;5.55576E+13;1;2005
13533;ColonialVoice;7.77745E+13;2;2006
13534;Distinguish;5.55574E+13;4;2007
13535;Vista;1.11141E+13;10;2007
13536;SuperiorCard;3.33366E+13;1;2005
13537;ColonialVoice;7.77796E+13;4;2007
13538;Vista;1.11141E+13;4;2008
13539;SuperiorCard;3.33325E+13;10;2006
13540;Distinguish;5.55541E+13;5;2005
13541;ColonialVoice;7.77764E+13;10;2008
13542;ColonialVoice;7.77794E+13;7;2006
13543;Vista;1.11129E+13;5;2006
13544;ColonialVoice;7.77758E+13;1;2005
13545;Vista;1.1117E+13;1;2007
13546;Vista;1.11121E+13;1;2008
13547;SuperiorCard;3.33349E+13;12;2006
13548;Vista;1.11188E+13;4;2007
13549;SuperiorCard;3.33334E+13;7;2008
13550;SuperiorCard;3.33328E+13;3;2005
13551;Vista;1.11123E+13;2;2006
13552;SuperiorCard;3.33336E+13;9;2006
13553;Distinguish;5.55563E+13;6;2006
13554;ColonialVoice;7.77754E+13;3;2008
13555;Vista;1.11131E+13;5;2006
13556;SuperiorCard;3.33321E+13;4;2008
13557;ColonialVoice;7.77755E+13;12;2007
13558;SuperiorCard;3.33326E+13;3;2007
13559;ColonialVoice;7.77719E+13;6;2005
13560;Distinguish;5.55558E+13;3;2006
13561;ColonialVoice;7.77724E+13;8;2007
13562;Vista;1.11198E+13;12;2005
13563;Vista;1.1112E+13;8;2008
13564;Vista;1.11175E+13;9;2007
13565;Vista;1.1112E+13;3;2006
13566;ColonialVoice;7.77779E+13;12;2008
13567;Vista;1.11119E+13;7;2007
13568;Distinguish;5.55534E+13;10;2008
13569;ColonialVoice;7.77748E+13;4;2007
13570;Distinguish;5.55532E+13;11;2006
13571;Vista;1.1119E+13;5;2006
13572;SuperiorCard;3.33367E+13;3;2005
13573;SuperiorCard;3.33386E+13;4;2007
13574;ColonialVoice;7.77733E+13;4;2008
13575;ColonialVoice;7.7779E+13;11;2005
13576;Vista;1.11114E+13;6;2005
13577;ColonialVoice;7.77787E+13;1;2005
13578;SuperiorCard;3.33329E+13;12;2007
13579;Vista;1.11126E+13;10;2008
13580;Distinguish;5.55577E+13;8;2007
13581;Distinguish;5.55537E+13;1;2008
13582;ColonialVoice;7.77744E+13;9;2005
13583;ColonialVoice;7.77716E+13;12;2008
13584;Vista;1.11199E+13;7;2007
13585;Vista;1.1116E+13;3;2006
13586;SuperiorCard;3.33382E+13;8;2008
13587;ColonialVoice;7.77767E+13;8;2005
13588;ColonialVoice;7.7771E+13;7;2006
13589;Distinguish;5.55568E+13;4;2008
13590;SuperiorCard;3.33335E+13;4;2007
13591;SuperiorCard;3.33382E+13;7;2008
13592;Distinguish;5.55534E+13;11;2008
13593;ColonialVoice;7.77714E+13;4;2006
13594;ColonialVoice;7.77783E+13;7;2008
13595;ColonialVoice;7.77783E+13;2;2008
13596;Vista;1.11125E+13;11;2008
13597;SuperiorCard;3.33387E+13;6;2007
13598;Distinguish;5.55532E+13;5;2008
13599;Distinguish;5.55599E+13;8;2006
13600;ColonialVoice;7.77759E+13;9;2005
13601;Distinguish;5.55553E+13;9;2005
13602;Vista;1.11136E+13;7;2006
13603;Distinguish;5.55594E+13;12;2006
13604;Distinguish;5.55538E+13;7;2008
13605;Distinguish;5.55593E+13;11;2007
13606;ColonialVoice;7.77714E+13;12;2008
13607;SuperiorCard;3.33369E+13;6;2006
13608;Distinguish;5.55563E+13;6;2008
13609;Distinguish;5.55594E+13;6;2008
13610;Vista;1.11162E+13;11;2006
13611;Distinguish;5.55592E+13;10;2005
13612;SuperiorCard;3.33363E+13;9;2008
13613;ColonialVoice;7.77758E+13;12;2005
13614;Distinguish;5.55575E+13;9;2005
13615;SuperiorCard;3.33369E+13;4;2006
13616;ColonialVoice;7.77732E+13;9;2007
13617;SuperiorCard;3.33383E+13;7;2008
13618;Distinguish;5.55533E+13;4;2008
13619;ColonialVoice;7.77761E+13;2;2007
13620;SuperiorCard;3.3336E+13;2;2005
13621;ColonialVoice;7.77793E+13;1;2008
13622;SuperiorCard;3.33334E+13;4;2005
13623;Distinguish;5.55597E+13;1;2008
13624;Distinguish;5.55531E+13;9;2006
13625;SuperiorCard;3.33349E+13;8;2005
13626;Distinguish;5.55588E+13;5;2008
13627;ColonialVoice;7.77751E+13;9;2008
13628;SuperiorCard;3.33321E+13;10;2007
13629;SuperiorCard;3.33399E+13;4;2006
13630;Vista;1.11143E+13;7;2005
13631;Distinguish;5.55553E+13;3;2008
13632;Vista;1.11123E+13;4;2005
13633;SuperiorCard;3.33379E+13;3;2007
13634;ColonialVoice;7.77723E+13;7;2008
13635;SuperiorCard;3.33364E+13;11;2008
13636;Vista;1.11116E+13;7;2008
13637;SuperiorCard;3.33313E+13;8;2008
13638;ColonialVoice;7.77785E+13;7;2007
13639;Distinguish;5.55596E+13;5;2006
13640;ColonialVoice;7.77767E+13;5;2008
13641;ColonialVoice;7.77725E+13;2;2007
13642;ColonialVoice;7.77772E+13;6;2005
13643;Distinguish;5.55592E+13;5;2005
13644;Vista;1.11173E+13;2;2006
13645;Vista;1.11196E+13;7;2006
13646;Distinguish;5.55515E+13;9;2008
13647;SuperiorCard;3.33316E+13;5;2008
13648;Vista;1.11116E+13;3;2005
13649;Distinguish;5.55567E+13;10;2008
13650;Distinguish;5.55526E+13;6;2007
13651;Vista;1.11181E+13;8;2008
13652;SuperiorCard;3.33398E+13;8;2007
13653;SuperiorCard;3.33378E+13;10;2008
13654;ColonialVoice;7.77712E+13;10;2008
13655;Vista;1.11163E+13;10;2006
13656;Vista;1.11198E+13;2;2006
13657;ColonialVoice;7.77739E+13;11;2008
13658;Distinguish;5.55511E+13;5;2006
13659;SuperiorCard;3.33325E+13;10;2005
13660;SuperiorCard;3.33381E+13;5;2006
13661;Vista;1.11123E+13;11;2008
13662;SuperiorCard;3.3337E+13;4;2008
13663;ColonialVoice;7.77789E+13;12;2005
13664;Distinguish;5.55564E+13;9;2007
13665;Vista;1.11199E+13;10;2005
13666;Distinguish;5.55518E+13;12;2006
13667;Vista;1.11121E+13;10;2007
13668;ColonialVoice;7.77797E+13;2;2005
13669;Distinguish;5.55584E+13;7;2006
13670;ColonialVoice;7.77759E+13;7;2005
13671;ColonialVoice;7.77744E+13;4;2006
13672;Vista;1.11112E+13;11;2007
13673;Distinguish;5.55567E+13;2;2008
13674;Distinguish;5.55526E+13;8;2007
13675;SuperiorCard;3.33359E+13;7;2008
13676;Distinguish;5.5555E+13;11;2005
13677;SuperiorCard;3.33374E+13;4;2005
13678;ColonialVoice;7.77792E+13;9;2006
13679;Distinguish;5.55565E+13;9;2006
13680;SuperiorCard;3.33318E+13;3;2005
13681;Vista;1.11195E+13;7;2008
13682;SuperiorCard;3.33358E+13;2;2007
13683;Distinguish;5.55551E+13;4;2006
13684;ColonialVoice;7.7773E+13;5;2008
13685;Vista;1.11168E+13;7;2008
13686;SuperiorCard;3.33397E+13;7;2005
13687;SuperiorCard;3.33329E+13;12;2008
13688;ColonialVoice;7.77713E+13;3;2006
13689;Distinguish;5.5555E+13;9;2006
13690;SuperiorCard;3.33386E+13;10;2007
13691;Vista;1.11181E+13;3;2005
13692;SuperiorCard;3.3336E+13;6;2006
13693;Vista;1.11198E+13;6;2008
13694;Distinguish;5.55584E+13;2;2008
13695;Distinguish;5.55558E+13;9;2007
13696;Distinguish;5.55568E+13;2;2008
13697;Distinguish;5.5551E+13;11;2008
13698;ColonialVoice;7.77744E+13;7;2006
13699;SuperiorCard;3.33392E+13;3;2006
13700;Vista;1.11196E+13;11;2008
13701;Vista;1.11154E+13;8;2008
13702;ColonialVoice;7.77742E+13;11;2007
13703;Distinguish;5.55552E+13;8;2005
13704;Vista;1.11132E+13;6;2007
13705;Distinguish;5.55552E+13;8;2007
13706;Vista;1.11149E+13;1;2005
13707;Distinguish;5.55566E+13;8;2005
13708;Vista;1.1113E+13;6;2006
13709;Distinguish;5.55576E+13;1;2006
13710;SuperiorCard;3.33395E+13;6;2006
13711;Vista;1.11112E+13;12;2008
13712;Distinguish;5.55595E+13;6;2005
13713;Distinguish;5.55515E+13;2;2006
13714;Distinguish;5.55594E+13;8;2006
13715;Distinguish;5.55529E+13;7;2006
13716;ColonialVoice;7.77773E+13;5;2005
13717;ColonialVoice;7.77733E+13;11;2008
13718;Distinguish;5.55527E+13;12;2008
13719;ColonialVoice;7.77717E+13;12;2005
13720;Distinguish;5.55597E+13;9;2008
13721;SuperiorCard;3.33384E+13;9;2008
13722;Vista;1.11173E+13;6;2008
13723;Vista;1.11155E+13;2;2006
13724;Vista;1.11111E+13;6;2006
13725;Distinguish;5.55579E+13;9;2005
13726;ColonialVoice;7.77738E+13;1;2006
13727;Vista;1.11148E+13;7;2006
13728;SuperiorCard;3.33337E+13;5;2007
13729;SuperiorCard;3.33382E+13;3;2007
13730;ColonialVoice;7.7775E+13;6;2007
13731;Vista;1.11146E+13;3;2007
13732;SuperiorCard;3.33375E+13;12;2007
13733;Vista;1.11116E+13;7;2005
13734;ColonialVoice;7.77711E+13;5;2008
13735;Vista;1.11115E+13;6;2007
13736;SuperiorCard;3.33359E+13;1;2008
13737;SuperiorCard;3.33371E+13;8;2006
13738;ColonialVoice;7.77756E+13;6;2006
13739;Vista;1.11113E+13;4;2008
13740;Vista;1.11165E+13;3;2006
13741;ColonialVoice;7.77773E+13;12;2007
13742;Distinguish;5.55524E+13;2;2006
13743;SuperiorCard;3.33363E+13;9;2006
13744;Vista;1.1111E+13;12;2008
13745;ColonialVoice;7.7773E+13;8;2008
13746;Vista;1.11121E+13;10;2007
13747;ColonialVoice;7.77715E+13;10;2008
13748;ColonialVoice;7.77713E+13;10;2005
13749;Distinguish;5.5555E+13;5;2006
13750;SuperiorCard;3.33327E+13;8;2005
13751;Distinguish;5.55576E+13;10;2007
13752;ColonialVoice;7.77752E+13;10;2008
13753;Vista;1.11182E+13;6;2006
13754;SuperiorCard;3.33329E+13;8;2005
13755;Distinguish;5.55585E+13;10;2007
13756;Vista;1.11181E+13;8;2008
13757;Vista;1.11188E+13;2;2008
13758;Vista;1.11152E+13;9;2008
13759;Distinguish;5.55516E+13;5;2006
13760;Distinguish;5.55589E+13;2;2007
13761;Vista;1.1111E+13;7;2008
13762;Vista;1.1113E+13;3;2006
13763;ColonialVoice;7.77751E+13;7;2008
13764;Distinguish;5.55581E+13;7;2008
13765;SuperiorCard;3.33353E+13;6;2007
13766;Distinguish;5.55551E+13;9;2006
13767;Vista;1.112E+13;7;2007
13768;Vista;1.11168E+13;4;2007
13769;Distinguish;5.55581E+13;7;2006
13770;SuperiorCard;3.33343E+13;12;2005
13771;ColonialVoice;7.77727E+13;9;2007
13772;Vista;1.11191E+13;8;2007
13773;ColonialVoice;7.7778E+13;1;2008
13774;Vista;1.11154E+13;6;2007
13775;ColonialVoice;7.77723E+13;9;2006
13776;SuperiorCard;3.3332E+13;2;2005
13777;Vista;1.11185E+13;9;2006
13778;SuperiorCard;3.3333E+13;4;2005
13779;Distinguish;5.55526E+13;3;2007
13780;Distinguish;5.55523E+13;12;2006
13781;Distinguish;5.55561E+13;8;2005
13782;Vista;1.11142E+13;11;2007
13783;ColonialVoice;7.77799E+13;6;2007
13784;SuperiorCard;3.33355E+13;7;2008
13785;SuperiorCard;3.33394E+13;7;2007
13786;Distinguish;5.55572E+13;4;2008
13787;Distinguish;5.55524E+13;10;2006
13788;Vista;1.11161E+13;12;2007
13789;Vista;1.11186E+13;1;2005
13790;Vista;1.11158E+13;8;2005
13791;ColonialVoice;7.7779E+13;10;2008
13792;ColonialVoice;7.77775E+13;7;2007
13793;ColonialVoice;7.7779E+13;4;2006
13794;Vista;1.11114E+13;4;2007
13795;Vista;1.11171E+13;11;2007
13796;ColonialVoice;7.77728E+13;1;2008
13797;Distinguish;5.55565E+13;2;2006
13798;Vista;1.11117E+13;2;2006
13799;Vista;1.11173E+13;4;2008
13800;SuperiorCard;3.33392E+13;9;2006
13801;ColonialVoice;7.77747E+13;8;2007
13802;SuperiorCard;3.33317E+13;1;2008
13803;SuperiorCard;3.33389E+13;4;2008
13804;ColonialVoice;7.77726E+13;5;2007
13805;Distinguish;5.55597E+13;6;2007
13806;SuperiorCard;3.33394E+13;1;2008
13807;Vista;1.11135E+13;1;2005
13808;Vista;1.11141E+13;1;2005
13809;ColonialVoice;7.77764E+13;11;2008
13810;Vista;1.11179E+13;10;2005
13811;ColonialVoice;7.77717E+13;1;2007
13812;Distinguish;5.55566E+13;7;2007
13813;Distinguish;5.55522E+13;6;2006
13814;SuperiorCard;3.33357E+13;3;2006
13815;Distinguish;5.55538E+13;2;2006
13816;SuperiorCard;3.33315E+13;11;2005
13817;Distinguish;5.5558E+13;5;2005
13818;Vista;1.11166E+13;6;2006
13819;Vista;1.11114E+13;3;2008
13820;Vista;1.11138E+13;8;2005
13821;Vista;1.11176E+13;9;2008
13822;Distinguish;5.55542E+13;6;2007
13823;SuperiorCard;3.33378E+13;5;2006
13824;Vista;1.11165E+13;12;2006
13825;Distinguish;5.55519E+13;7;2008
13826;ColonialVoice;7.77731E+13;11;2006
13827;Vista;1.11156E+13;12;2006
13828;Distinguish;5.5556E+13;1;2008
13829;SuperiorCard;3.33366E+13;8;2007
13830;ColonialVoice;7.77733E+13;8;2007
13831;Vista;1.11145E+13;8;2008
13832;SuperiorCard;3.33387E+13;5;2007
13833;ColonialVoice;7.77756E+13;5;2006
13834;SuperiorCard;3.33326E+13;1;2005
13835;SuperiorCard;3.33315E+13;10;2007
13836;SuperiorCard;3.33388E+13;9;2006
13837;SuperiorCard;3.3337E+13;8;2008
13838;ColonialVoice;7.77732E+13;12;2006
13839;Distinguish;5.55543E+13;8;2007
13840;Distinguish;5.55577E+13;3;2006
13841;Vista;1.11174E+13;9;2008
13842;Vista;1.11152E+13;3;2007
13843;SuperiorCard;3.33372E+13;8;2005
13844;Distinguish;5.5558E+13;1;2008
13845;Distinguish;5.55521E+13;3;2005
13846;Distinguish;5.55587E+13;7;2008
13847;ColonialVoice;7.77744E+13;4;2007
13848;Vista;1.11158E+13;7;2006
13849;ColonialVoice;7.77768E+13;10;2007
13850;Vista;1.11129E+13;6;2008
13851;Vista;1.1116E+13;3;2005
13852;Distinguish;5.55522E+13;12;2007
13853;Distinguish;5.55575E+13;12;2006
13854;Distinguish;5.55511E+13;7;2007
13855;SuperiorCard;3.33399E+13;2;2008
13856;Distinguish;5.55593E+13;7;2008
13857;Vista;1.11146E+13;9;2007
13858;SuperiorCard;3.33381E+13;12;2006
13859;Distinguish;5.55513E+13;11;2008
13860;Vista;1.11178E+13;5;2007
13861;Vista;1.11134E+13;12;2007
13862;ColonialVoice;7.7775E+13;7;2007
13863;Distinguish;5.55549E+13;1;2008
13864;ColonialVoice;7.77713E+13;12;2006
13865;ColonialVoice;7.77753E+13;4;2008
13866;Vista;1.11118E+13;6;2007
13867;SuperiorCard;3.33324E+13;5;2005
13868;Distinguish;5.5556E+13;10;2005
13869;Distinguish;5.55574E+13;8;2007
13870;ColonialVoice;7.77784E+13;1;2005
13871;ColonialVoice;7.77754E+13;9;2008
13872;ColonialVoice;7.77766E+13;9;2006
13873;Distinguish;5.55595E+13;9;2007
13874;SuperiorCard;3.33337E+13;8;2005
13875;Vista;1.11167E+13;3;2005
13876;SuperiorCard;3.33378E+13;12;2005
13877;SuperiorCard;3.33382E+13;3;2006
13878;SuperiorCard;3.33314E+13;11;2008
13879;Distinguish;5.55543E+13;7;2007
13880;ColonialVoice;7.77714E+13;11;2006
13881;Distinguish;5.55599E+13;4;2008
13882;Distinguish;5.5558E+13;4;2005
13883;Distinguish;5.5553E+13;11;2007
13884;Distinguish;5.5551E+13;5;2006
13885;ColonialVoice;7.77759E+13;11;2008
13886;Vista;1.11146E+13;1;2005
13887;Vista;1.11178E+13;10;2007
13888;Vista;1.11125E+13;1;2006
13889;SuperiorCard;3.33359E+13;4;2008
13890;ColonialVoice;7.77718E+13;7;2005
13891;SuperiorCard;3.33326E+13;12;2007
13892;Vista;1.1113E+13;9;2007
13893;Distinguish;5.55528E+13;5;2007
13894;ColonialVoice;7.77748E+13;2;2005
13895;SuperiorCard;3.33366E+13;9;2008
13896;Vista;1.11187E+13;3;2005
13897;ColonialVoice;7.77711E+13;3;2006
13898;Distinguish;5.55562E+13;4;2005
13899;Distinguish;5.55557E+13;2;2005
13900;Vista;1.11138E+13;10;2008
13901;SuperiorCard;3.33321E+13;3;2006
13902;Distinguish;5.55512E+13;7;2006
13903;ColonialVoice;7.77751E+13;8;2005
13904;SuperiorCard;3.33382E+13;12;2006
13905;SuperiorCard;3.33331E+13;5;2007
13906;ColonialVoice;7.7773E+13;11;2007
13907;Vista;1.11175E+13;11;2008
13908;Distinguish;5.55544E+13;9;2006
13909;Vista;1.11194E+13;8;2007
13910;Distinguish;5.55529E+13;2;2005
13911;Vista;1.11159E+13;7;2008
13912;Distinguish;5.55589E+13;5;2005
13913;Distinguish;5.55598E+13;1;2007
13914;Distinguish;5.55581E+13;7;2007
13915;SuperiorCard;3.33371E+13;6;2008
13916;ColonialVoice;7.77741E+13;7;2007
13917;SuperiorCard;3.33329E+13;1;2008
13918;SuperiorCard;3.3339E+13;10;2007
13919;Vista;1.1119E+13;8;2005
13920;Distinguish;5.55516E+13;5;2007
13921;Vista;1.11159E+13;10;2008
13922;Distinguish;5.55518E+13;8;2005
